OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
2597,1003064,1077854,1077854,3720 DR M L KING JR ST,INDIANAPOLIS,112004,0,-86.76535389075062,35.24199775413121
2598,1054191,1049383,1049383,440 S DEARBORN ST,INDIANAPOLIS,81326,1,-86.76535389075062,35.24199775413121
2599,1029735,1090296,1090296,1611 N LINWOOD AVE,INDIANAPOLIS,110585,1,-86.76535389075062,35.24199775413121
2600,1318404,7005698,7005698,3517 N LELAND AVE,INDIANAPOLIS,324669,1,-86.76535723901782,35.241997723733036
2601,1001922,1011504,1011504,1133 E 35TH ST,INDIANAPOLIS,322667,1,-86.76535723901782,35.241997723733036
2602,1124381,4014330,4014330,4255 DUBARRY RD,INDIANAPOLIS,12758,0,-86.76535389075062,35.24199775413121
2603,1073132,1040062,1040062,2345 S GARFIELD DR,INDIANAPOLIS,157337,0,-86.76535389075062,35.24199775413121
2604,1035560,1069258,1069258,1025 N HAMILTON AVE,INDIANAPOLIS,14751,0,-86.76535389075062,35.24199775413121
2605,1189672,7017543,7017543,5449 E 18TH ST,INDIANAPOLIS,220119,0,-86.76535389075062,35.24199775413121
2606,1023116,1081127,1081127,2136 SHELDON ST,INDIANAPOLIS,124125,1,-86.76535723901782,35.241997723733036
2607,1324273,9008315,9008315,2810 S RYBOLT AVE,INDIANAPOLIS,279211,1,-86.76535723901782,35.241997723733036
2608,1289571,9024224,9024224,822 S BELLEVIEW PL,INDIANAPOLIS,186944,0,-86.76535389075062,35.24199775413121
2609,1025564,1035028,1035028,1957 TALLMAN AVE,INDIANAPOLIS,176857,0,-86.76535389075062,35.24199775413121
1911,1031170,1016655,1016655,1506 N GRANT AVE,INDIANAPOLIS,11542,0,-86.76535389075062,35.24199775413121
1912,1252444,8031888,8031888,3917 DENWOOD DR,INDIANAPOLIS,7030,0,-86.76535389075062,35.24199775413121
1913,1003127,1032605,1032605,3445 WASHINGTON BLVD,INDIANAPOLIS,58047,0,-86.76535389075062,35.24199775413121
1914,1128051,5001524,5001524,652 MARTIN ST,INDIANAPOLIS,56018,0,-86.76535389075062,35.24199775413121
1915,1025998,1072756,1072756,1238 W 19TH ST,INDIANAPOLIS,317825,0,-86.76535385369752,35.24199500723385
1916,1055390,1026471,1026471,523 S DREXEL AVE,INDIANAPOLIS,249138,1,-86.76535723901782,35.241997723733036
1917,1330483,2008739,2008739,3260 S LYONS AVE,INDIANAPOLIS,262953,1,-86.76535723901782,35.241997723733036
1918,1011459,1057846,1057846,1260 EUGENE ST,INDIANAPOLIS,181600,0,-86.76535389075062,35.24199775413121
1919,1076909,1082029,1082029,2804 S STATE AVE,INDIANAPOLIS,179599,1,-86.76535389075062,35.24199775413121
1920,1042510,1019899,1019899,3102 E MICHIGAN ST,INDIANAPOLIS,126564,0,-86.76535389075062,35.24199775413121
1921,1033813,1013626,1013626,1221 N RURAL ST,INDIANAPOLIS,234278,0,-86.76535389075062,35.24199775413121
1922,1296399,9025450,9025450,5204 MECCA ST,INDIANAPOLIS,207065,0,-86.76535389075062,35.24199775413121
1923,1315564,1002152,1002152,3758 BROADWAY ST,INDIANAPOLIS,272773,0,-86.76535389075062,35.24199775413121
1924,1245858,8016940,8016940,814 E 46TH ST,INDIANAPOLIS,140768,0,-86.76535389075062,35.24199775413121
1925,1043395,1061754,1061754,438 N KEYSTONE AVE,INDIANAPOLIS,15571,0,-86.76535389075062,35.24199775413121
1926,1007648,1032482,1032482,3127 N GLADSTONE AVE,INDIANAPOLIS,25760,0,-86.76535389075062,35.24199775413121
1927,1275019,9023347,9023347,1014 N TREMONT ST,INDIANAPOLIS,65829,1,-86.76535389075062,35.24199775413121
1928,1004571,1088087,1088087,3330 N KEYSTONE AVE,INDIANAPOLIS,25645,1,-86.76535389075062,35.24199775413121
1929,1088581,3005991,3005991,5422 SLEET DR,INDIANAPOLIS,229397,0,-86.76535389075062,35.24199775413121
1930,1046423,1017045,1017045,101 N DENNY ST,INDIANAPOLIS,193147,1,-86.76535389075062,35.24199775413121
1931,1075341,1093147,1093147,25 W SOUTHERN AVE,INDIANAPOLIS,126241,0,-86.76535389075062,35.24199775413121
1932,1072412,1033692,1033692,1129 E KELLY ST,INDIANAPOLIS,164053,1,-86.76535389075062,35.24199775413121
1933,1023956,1034615,1034615,724 E 21ST ST,INDIANAPOLIS,282203,1,-86.76535723901782,35.241997723733036
1934,1070383,1069772,1069772,2010 BOYD AVE,INDIANAPOLIS,142231,0,-86.76535389075062,35.24199775413121
1935,1010542,1076173,1076173,4015 E 30TH ST,INDIANAPOLIS,131724,0,-86.76535389075062,35.24199775413121
1936,1018557,1012947,1012947,2450 N PARKER AVE,INDIANAPOLIS,338315,1,-86.76535389075062,35.24199775413121
1937,1315243,1002877,1002877,519 E 38TH ST,INDIANAPOLIS,67446,0,-86.76535389075062,35.24199775413121
1938,1282587,9024227,9024227,55 N WARMAN AVE,INDIANAPOLIS,217905,1,-86.76535389075062,35.24199775413121
1939,1047113,1004785,1004785,36 N GRANT AVE,INDIANAPOLIS,138439,0,-86.76535389075062,35.24199775413121
1940,1029826,1062470,1062470,2846 E 16TH ST,INDIANAPOLIS,151562,0,-86.76535389075062,35.24199775413121
1941,1016693,1058752,1058752,817 ROACHE ST,INDIANAPOLIS,198908,0,-86.76535389075062,35.24199775413121
1942,1053548,1062967,1062967,405 S RURAL ST,INDIANAPOLIS,143394,1,-86.76535389075062,35.24199775413121
1943,1006626,1044554,1044554,3222 BROADWAY ST,INDIANAPOLIS,23438,0,-86.76535389075062,35.24199775413121
1944,1251885,8016133,8016133,4002 GRACELAND AVE,INDIANAPOLIS,66719,0,-86.76535389075062,35.24199775413121
1945,1009392,1033478,1033478,244 W 31ST ST,INDIANAPOLIS,333622,0,-86.76535389075062,35.24199775413121
1946,1319201,1089299,1089299,1748 N EMERSON AVE,INDIANAPOLIS,156251,0,-86.76535389075062,35.24199775413121
1947,1000388,1022201,1022201,3630 N EUCLID AVE,INDIANAPOLIS,15732,0,-86.76535389075062,35.24199775413121
1948,1027448,1059839,1059839,2833 E 19TH ST,INDIANAPOLIS,273125,1,-86.76535389075062,35.24199775413121
1949,1057197,1054326,1054326,1726 HOYT AVE,INDIANAPOLIS,91712,0,-86.76535389075062,35.24199775413121
1950,1034986,1036803,1036803,1112 N OAKLAND AVE,INDIANAPOLIS,8757,0,-86.76535389075062,35.24199775413121
1951,1068239,1092230,1092230,4330 E NAOMI ST,INDIANAPOLIS,131901,1,-86.76535723901782,35.241997723733036
1952,1010978,1030641,1030641,317 W 30TH ST,INDIANAPOLIS,188768,1,-86.76535723901782,35.241997723733036
1953,1189570,7021830,7021830,1716 ARLENE DR,INDIANAPOLIS,81229,1,-86.76535389075062,35.24199775413121
1954,1039713,1036658,1036658,817 N GLADSTONE AVE,INDIANAPOLIS,146332,1,-86.76535389075062,35.24199775413121
1955,1012174,1016465,1016465,2913 STUART ST,INDIANAPOLIS,73646,0,-86.76535389075062,35.24199775413121
1956,1020929,1036889,1036889,2323 DR M L KING JR ST,INDIANAPOLIS,182814,0,-86.76535389075062,35.24199775413121
1957,1316411,1085520,1085520,3730 N COLORADO AVE,INDIANAPOLIS,325034,0,-86.76535389075062,35.24199775413121
1958,1181793,7024686,7024686,8219 SHIBLER DR,INDIANAPOLIS,71319,0,-86.76535389075062,35.24199775413121
1959,1045760,1066992,1066992,2931 E NEW YORK ST,INDIANAPOLIS,214446,1,-86.76535389075062,35.24199775413121
1960,1288644,9020037,9020037,726 S ADDISON ST,INDIANAPOLIS,181321,0,-86.76535389075062,35.24199775413121
1961,1181602,7003991,7003991,2709 N SHADELAND AVE,INDIANAPOLIS,16806,0,-86.76535389075062,35.24199775413121
1962,1047758,1100028,1100028,6 N GLADSTONE AVE,INDIANAPOLIS,123246,1,-86.76535389075062,35.24199775413121
1963,1045641,1021061,1021061,2312 E NEW YORK ST,INDIANAPOLIS,191606,0,-86.76535389075062,35.24199775413121
1964,1007252,1091332,1091332,3141 EASTERN AVE,INDIANAPOLIS,164592,1,-86.76535389075062,35.24199775413121
1965,1021424,1034715,1034715,2258 WHEELER ST,INDIANAPOLIS,68112,1,-86.76535389075062,35.24199775413121
1966,1036986,1037529,1037529,951 N SHERMAN DR,INDIANAPOLIS,234405,1,-86.76535389075062,35.24199775413121
1967,1056002,1048202,1048202,1131 OLIVER AVE,INDIANAPOLIS,111725,1,-86.76535389075062,35.24199775413121
1968,1289153,9022543,9022543,815 TIP ST,INDIANAPOLIS,206950,1,-86.76535723901782,35.241997723733036
1969,1124929,4017165,4017165,9215 E 42ND ST,INDIANAPOLIS,318140,1,-86.76535723901782,35.241997723733036
1970,1014818,1042280,1042280,2738 N DEARBORN ST,INDIANAPOLIS,64216,0,-86.76535389075062,35.24199775413121
1971,1269469,9020906,9020906,1635 MEDFORD AVE,INDIANAPOLIS,301642,0,-86.76535389075062,35.24199775413121
1972,1001278,1085595,1085595,3547 WALLACE AVE,INDIANAPOLIS,124185,0,-86.76535389075062,35.24199775413121
1973,1123814,4016380,4016380,8344 MEADOWLARK DR,INDIANAPOLIS,81172,1,-86.76535389075062,35.24199775413121
1974,1007135,1091227,1091227,3145 N TACOMA AVE,INDIANAPOLIS,89739,0,-86.76535389075062,35.24199775413121
1975,1321540,1010024,1010024,125 S TRAUB AVE,INDIANAPOLIS,73870,1,-86.76535389075062,35.24199775413121
1976,1008679,1024663,1024663,3105 CENTRAL AVE,INDIANAPOLIS,306345,1,-86.76535389075062,35.24199775413121
1977,1012196,1006629,1006629,2909 STATION ST,INDIANAPOLIS,246286,0,-86.76535389075062,35.24199775413121
1978,1181436,7033334,7033334,2764 FAIRHAVEN DR,INDIANAPOLIS,133019,1,-86.76535723901782,35.241997723733036
1979,1074541,1099940,1099940,2539 S STATE AVE,INDIANAPOLIS,278976,1,-86.76535389075062,35.24199775413121
1980,1011421,1088957,1088957,2940 N CHESTER AVE,INDIANAPOLIS,137642,0,-86.76535389075062,35.24199775413121
1981,1004336,1017080,1017080,1047 W 36TH ST,INDIANAPOLIS,81346,0,-86.76535389075062,35.24199775413121
1982,1196532,7006916,7006916,425 N FRANKLIN RD,INDIANAPOLIS,319922,0,-86.76535389075062,35.24199775413121
1983,1051563,1030005,1030005,1825 E MARYLAND ST,INDIANAPOLIS,43141,0,-86.76535389075062,35.24199775413121
1984,1043982,1063378,1063378,417 N BEVILLE AVE,INDIANAPOLIS,49294,0,-86.76535389075062,35.24199775413121
1985,1002362,1011948,1011948,3461 N COLORADO AVE,INDIANAPOLIS,213711,0,-86.76535389075062,35.24199775413121
1986,1297574,9010443,9010443,2425 FOLTZ ST,INDIANAPOLIS,195573,1,-86.76535389075062,35.24199775413121
1987,1265684,9028510,9028510,2053 LAFAYETTE RD,INDIANAPOLIS,33029,1,-86.76535389075062,35.24199775413121
1988,1277329,9024264,9024264,720 N TREMONT ST,INDIANAPOLIS,52400,1,-86.76535389075062,35.24199775413121
1989,1054098,1058205,1058205,436 S DEARBORN ST,INDIANAPOLIS,237215,1,-86.76535389075062,35.24199775413121
1990,1322594,9021128,9021128,1328 S BELMONT AVE,INDIANAPOLIS,10701,1,-86.76535389075062,35.24199775413121
1991,1315647,7000339,7000339,3723 N WHITTIER PL,INDIANAPOLIS,266741,0,-86.76535389075062,35.24199775413121
1992,1127088,4006856,4006856,3949 N BOLTON AVE,INDIANAPOLIS,53490,1,-86.76535389075062,35.24199775413121
1993,1060097,1011228,1011228,1041 HARLAN ST,INDIANAPOLIS,241360,1,-86.76535389075062,35.24199775413121
1994,1016728,1044215,1044215,2614 N OLNEY ST,INDIANAPOLIS,129927,1,-86.76535723901782,35.241997723733036
1995,1048184,1054380,1054380,48 JEFFERSON AVE,INDIANAPOLIS,153971,0,-86.76535389075062,35.24199775413121
1996,1248882,8036871,8036871,4704 DEVON DR,INDIANAPOLIS,92089,0,-86.76535389075062,35.24199775413121
1997,1016057,1030524,1030524,2627 SHRIVER AVE,INDIANAPOLIS,316908,0,-86.76535389075062,35.24199775413121
1998,1289365,9014032,9014032,733 WALDEMERE AVE,INDIANAPOLIS,136052,0,-86.76535389075062,35.24199775413121
1999,1009847,1069406,1069406,3020 N SHERMAN DR,INDIANAPOLIS,122271,0,-86.76535389075062,35.24199775413121
2000,1179437,7005887,7005887,3317 N HAWTHORNE LN,INDIANAPOLIS,110912,0,-86.76535389075062,35.24199775413121
2001,1017327,1088144,1088144,2535 ETHEL AVE,INDIANAPOLIS,328541,1,-86.76535723901782,35.241997723733036
2002,1072942,1051778,1051778,2310 UNION ST,INDIANAPOLIS,275423,0,-86.76535389075062,35.24199775413121
2003,1067045,1049309,1049309,1634 S TALBOTT ST,INDIANAPOLIS,162027,1,-86.76535389075062,35.24199775413121
2004,1317373,1015285,1015285,3701 N TACOMA AVE,INDIANAPOLIS,164803,1,-86.76535389075062,35.24199775413121
2005,1005867,1006168,1006168,236 W 33RD ST,INDIANAPOLIS,309439,1,-86.76535389075062,35.24199775413121
2006,1320323,9024111,9024111,758 N BELMONT AVE,INDIANAPOLIS,271275,0,-86.76535389075062,35.24199775413121
2007,1023214,1047796,1047796,2161 GENT AVE,INDIANAPOLIS,124107,0,-86.76535385369752,35.24199500723385
2008,1067159,1065105,1065105,1637 SPRUCE ST,INDIANAPOLIS,99220,0,-86.76535389075062,35.24199775413121
2009,1185009,7016378,7016378,6180 NIMITZ DR,INDIANAPOLIS,120806,0,-86.76535389075062,35.24199775413121
2010,1042720,1090562,1090562,1918 WILCOX ST,INDIANAPOLIS,3658,0,-86.76535389075062,35.24199775413121
2011,1199675,7008463,7008463,75 N WHITTIER PL,INDIANAPOLIS,187925,0,-86.76535389075062,35.24199775413121
2012,1064165,1001261,1001261,3845 E TERRACE AVE,INDIANAPOLIS,249695,0,-86.76535389075062,35.24199775413121
2013,1007606,1004227,1004227,3127 N OLNEY ST,INDIANAPOLIS,60006,1,-86.76535723901782,35.241997723733036
2014,1188969,7003784,7003784,1739 N SHADELAND AVE,INDIANAPOLIS,213124,0,-86.76535389075062,35.24199775413121
2015,1250849,8045431,8045431,4040 MILLERSVILLE RD,INDIANAPOLIS,226632,0,-86.76535389075062,35.24199775413121
2016,1054385,1050872,1050872,3540 ENGLISH AVE,INDIANAPOLIS,202367,1,-86.76535389075062,35.24199775413121
2017,1201127,7008867,7008867,36 S BUTLER AVE,INDIANAPOLIS,8268,0,-86.76535389075062,35.24199775413121
2018,1252244,8010056,8010056,3921 HILLSIDE AVE,INDIANAPOLIS,291744,0,-86.76535389075062,35.24199775413121
2019,1125722,4016762,4016762,4008 ESSEX CT,INDIANAPOLIS,161358,1,-86.76535389075062,35.24199775413121
2020,1025812,1086257,1086257,1952 N DREXEL AVE,INDIANAPOLIS,207877,0,-86.76535389075062,35.24199775413121
2021,1247514,8014105,8014105,4410 NORWALDO AVE,INDIANAPOLIS,50916,1,-86.76535723901782,35.241997723733036
2022,1015094,1080345,1080345,2729 CAROLINE AVE,INDIANAPOLIS,6744,1,-86.76535389075062,35.24199775413121
2023,1019310,1015477,1015477,2407 N LASALLE ST,INDIANAPOLIS,101987,0,-86.76535389075062,35.24199775413121
2024,1009232,1043880,1043880,3036 N SHERMAN DR,INDIANAPOLIS,312973,0,-86.76535389075062,35.24199775413121
2025,1058304,1077729,1077729,901 ARBOR AVE,INDIANAPOLIS,54938,1,-86.76535389075062,35.24199775413121
2026,1320399,9018771,9018771,734 N BELMONT AVE,INDIANAPOLIS,14240,0,-86.76535389075062,35.24199775413121
2027,1250402,8009983,8009983,4123 CORNELIUS AVE,INDIANAPOLIS,133253,0,-86.76535389075062,35.24199775413121
2028,1042646,1089257,1089257,4501 E MICHIGAN ST,INDIANAPOLIS,157451,1,-86.76535723901782,35.241997723733036
2029,1269206,9019794,9019794,2422 W 17TH ST,INDIANAPOLIS,126703,0,-86.76535389075062,35.24199775413121
2030,1040239,1001848,1001848,638 N OXFORD ST,INDIANAPOLIS,164558,1,-86.76535389075062,35.24199775413121
2031,1200694,7036194,7036194,75 S KENYON ST,INDIANAPOLIS,92764,1,-86.76535723901782,35.241997723733036
2032,1060658,1094039,1094039,4421 PROSPECT ST,INDIANAPOLIS,338706,0,-86.76535389075062,35.24199775413121
2033,1015744,1057867,1057867,1169 W 27TH ST,INDIANAPOLIS,188518,0,-86.76535389075062,35.24199775413121
2034,1314072,8016779,8016779,3829 GRACELAND AVE,INDIANAPOLIS,150390,1,-86.76535389075062,35.24199775413121
2035,1314101,8029340,8029340,1902 E 38TH ST,INDIANAPOLIS,290574,0,-86.76535389075062,35.24199775413121
2036,1324165,9007919,9007919,4613 FARNSWORTH ST,INDIANAPOLIS,321954,1,-86.76535389075062,35.24199775413121
2037,1017578,1050308,1050308,823 W 26TH ST,INDIANAPOLIS,123129,0,-86.76535389075062,35.24199775413121
2038,1248994,8011346,8011346,618 W 43RD ST,INDIANAPOLIS,42970,0,-86.76535389075062,35.24199775413121
2039,1003282,1090269,1090269,3419 N LASALLE ST,INDIANAPOLIS,234964,1,-86.76535723901782,35.241997723733036
2040,1047644,1041116,1041116,4402 E WASHINGTON ST,INDIANAPOLIS,54758,0,-86.76535389075062,35.24199775413121
2041,1020241,1037273,1037273,2341 N LASALLE ST,INDIANAPOLIS,190928,0,-86.76535389075062,35.24199775413121
2042,1280064,9019559,9019559,407 N WARMAN AVE,INDIANAPOLIS,124395,1,-86.76535389075062,35.24199775413121
2043,1002605,1089022,1089022,3504 N CAPITOL AVE,INDIANAPOLIS,73220,0,-86.76535389075062,35.24199775413121
2044,1288605,9016002,9016002,726 S BELLEVIEW PL,INDIANAPOLIS,18197,0,-86.76535389075062,35.24199775413121
2045,1129091,5014695,5014695,3323 S OAKLAND AVE,INDIANAPOLIS,264297,0,-86.76535389075062,35.24199775413121
2046,1018745,1046927,1046927,2465 BOND ST,INDIANAPOLIS,134287,1,-86.76535389075062,35.24199775413121
2047,1250650,8003465,8003465,4125 N TACOMA AVE,INDIANAPOLIS,330219,0,-86.76535389075062,35.24199775413121
2048,1007953,1034361,1034361,1223 W 32ND ST,INDIANAPOLIS,225763,0,-86.76535389075062,35.24199775413121
2049,1311986,4003893,4003893,3901 N IRVINGTON AVE,INDIANAPOLIS,236167,1,-86.76535389075062,35.24199775413121
2050,1064587,1015227,1015227,1421 S RURAL ST,INDIANAPOLIS,240030,1,-86.76535389075062,35.24199775413121
2051,1036438,1023664,1023664,2425 E 10TH ST,INDIANAPOLIS,176454,1,-86.76535389075062,35.24199775413121
2052,1176745,7023420,7023420,5750 E 36TH ST,INDIANAPOLIS,233837,0,-86.76535389075062,35.24199775413121
2053,1019617,1050349,1050349,2412 GUILFORD AVE,INDIANAPOLIS,60045,0,-86.76535389075062,35.24199775413121
2054,1323027,9023432,9023432,1542 S BELMONT AVE,INDIANAPOLIS,192082,1,-86.76535723901782,35.241997723733036
2055,1034915,1063936,1063936,1115 N PARKER AVE,INDIANAPOLIS,297845,1,-86.76535389075062,35.24199775413121
2056,1047685,1073875,1073875,4316 E WASHINGTON ST,INDIANAPOLIS,147555,1,-86.76535389075062,35.24199775413121
2057,1014733,1021191,1021191,1015 W 28TH ST,INDIANAPOLIS,56137,1,-86.76535723901782,35.241997723733036
2058,1127496,4014441,4014441,3918 ELMONTE CT,INDIANAPOLIS,132543,1,-86.76535389075062,35.24199775413121
2059,1251827,8019566,8019566,4005 BOULEVARD PL,INDIANAPOLIS,186509,1,-86.76535389075062,35.24199775413121
2060,1317270,1011348,1011348,3730 SALEM ST,INDIANAPOLIS,19581,1,-86.76535389075062,35.24199775413121
3344,1073938,1000090,1000090,3144 WALKER AVE,INDIANAPOLIS,96962,1,-86.76535389075062,35.24199775413121
3345,1017073,1095513,1095513,2606 CLIFTON ST,INDIANAPOLIS,277209,1,-86.76535389075062,35.24199775413121
3346,1010775,1002341,1002341,2951 WINTHROP AVE,INDIANAPOLIS,103912,1,-86.76535389075062,35.24199775413121
3347,1047498,1025735,1025735,238 PARKVIEW AVE,INDIANAPOLIS,131964,0,-86.76535389075062,35.24199775413121
3348,1192612,7015249,7015249,7238 E 13TH ST,INDIANAPOLIS,328833,0,-86.76535389075062,35.24199775413121
3349,1002469,1015505,1015505,3478 HILLSIDE AVE,INDIANAPOLIS,71429,0,-86.76535389075062,35.24199775413121
3350,1020243,1021831,1021831,2338 N RURAL ST,INDIANAPOLIS,145527,0,-86.76535389075062,35.24199775413121
3351,1268140,9012092,9012092,1830 N CENTENNIAL ST,INDIANAPOLIS,290401,0,-86.76535389075062,35.24199775413121
3352,1029490,1006818,1006818,2925 E 17TH ST,INDIANAPOLIS,115267,1,-86.76535389075062,35.24199775413121
3353,1000852,1085484,1085484,3601 N EUCLID AVE,INDIANAPOLIS,20638,0,-86.76535389075062,35.24199775413121
3354,1037143,1060971,1060971,929 N BEVILLE AVE,INDIANAPOLIS,212657,1,-86.76535389075062,35.24199775413121
3355,1184642,7034217,7034217,2409 N BOLTON AVE,INDIANAPOLIS,304751,0,-86.76535389075062,35.24199775413121
3356,1329500,2000542,2000542,3106 S LYONS AVE,INDIANAPOLIS,208428,1,-86.76535389075062,35.24199775413121
3357,1031228,1066613,1066613,1429 N TUXEDO ST,INDIANAPOLIS,170223,0,-86.76535389075062,35.24199775413121
3358,1026628,1063383,1063383,1922 N EUCLID AVE,INDIANAPOLIS,276603,0,-86.76535389075062,35.24199775413121
3359,1012446,1057850,1057850,1274 W 29TH ST,INDIANAPOLIS,224037,0,-86.76535389075062,35.24199775413121
3360,1011244,1079608,1079608,2951 N TALBOTT ST,INDIANAPOLIS,75730,0,-86.76535389075062,35.24199775413121
3361,1134956,5007696,5007696,1510 E MARKWOOD AVE,INDIANAPOLIS,232436,1,-86.76535723901782,35.241997723733036
3362,1007432,1031581,1031581,1354 W 32ND ST,INDIANAPOLIS,236624,0,-86.76535389075062,35.24199775413121
3363,1275240,9022526,9022526,1001 N TREMONT ST,INDIANAPOLIS,324414,1,-86.76535389075062,35.24199775413121
3364,1274535,9022407,9022407,1040 MEDFORD AVE,INDIANAPOLIS,131332,0,-86.76535389075062,35.24199775413121
3365,1031825,1065756,1065756,1401 N EWING ST,INDIANAPOLIS,305977,0,-86.76535389075062,35.24199775413121
3366,1003208,1085664,1085664,3423 WALLACE AVE,INDIANAPOLIS,223261,0,-86.76535389075062,35.24199775413121
3367,1029588,1017987,1017987,1647 N TACOMA AVE,INDIANAPOLIS,187563,1,-86.76535389075062,35.24199775413121
3368,1372845,7046501,7046501,7744 SERENE STREAM WAY,INDIANAPOLIS,183385,0,-86.76535389075062,35.24199775413121
3369,1036974,1006026,1006026,934 N GLADSTONE AVE,INDIANAPOLIS,85222,1,-86.76535389075062,35.24199775413121
3370,1279727,9043433,9043433,8409 CHAPEL GLEN DR,INDIANAPOLIS,26890,0,-86.76535389075062,35.24199775413121
3371,1129382,5014034,5014034,3328 S OAKLAND AVE,INDIANAPOLIS,248258,0,-86.76535389075062,35.24199775413121
3372,1030171,1011970,1011970,2022 BROOKSIDE AVE,INDIANAPOLIS,48981,0,-86.76535389075062,35.24199775413121
3373,1275459,9026646,9026646,3509 W 10TH ST,INDIANAPOLIS,219932,0,-86.76535389075062,35.24199775413121
3374,1250846,8018033,8018033,4051 EASTERN AVE,INDIANAPOLIS,262697,1,-86.76535389075062,35.24199775413121
3375,1030436,1061811,1061811,2518 E 16TH ST,INDIANAPOLIS,92140,1,-86.76535389075062,35.24199775413121
3376,1060128,1068886,1068886,1048 HARLAN ST,INDIANAPOLIS,313614,1,-86.76535389075062,35.24199775413121
3377,1047770,1037686,1037686,4120 E WASHINGTON ST,INDIANAPOLIS,91414,1,-86.76535389075062,35.24199775413121
3378,1316685,1059153,1059153,3724 HILLSIDE AVE,INDIANAPOLIS,217451,1,-86.76535389075062,35.24199775413121
3379,1041833,1019954,1019954,530 N HAMILTON AVE,INDIANAPOLIS,96403,1,-86.76535389075062,35.24199775413121
